Food,Allergy,Summary,url
chocolate,tree nut,"Chocolate is a usually sweet, brown food preparation of roasted and ground cacao seeds that is made in the form of a liquid, paste, or in a block, or used as a flavoring ingredient in other foods. The earliest evidence of use traces to the Olmecs (modern day Mexico), with evidence of chocolate beverages dating to 1900 BC. The majority of Mesoamerican people made chocolate beverages, including the Maya and Aztecs. The word ""chocolate"" is derived from the Classical Nahuatl word chocolātl.The seeds of the cacao tree have an intense bitter taste and must be fermented to develop the flavor. After fermentation, the beans are dried, cleaned, and roasted. The shell is removed to produce cacao nibs, which are then ground to cocoa mass, unadulterated chocolate in rough form. Once the cocoa mass is liquefied by heating, it is called chocolate liquor. The liquor also may be cooled and processed into its two components: cocoa solids and cocoa butter. Baking chocolate, also called bitter chocolate, contains cocoa solids and cocoa butter in varying proportions, without any added sugar. Powdered baking cocoa, which contains more fiber than it contains cocoa butter, can be processed with alkali to produce dutch cocoa. Much of the chocolate consumed today is in the form of sweet chocolate, a combination of cocoa solids, cocoa butter or added vegetable oils, and sugar. Milk chocolate is sweet chocolate that additionally contains milk powder or condensed milk. White chocolate contains cocoa butter, sugar, and milk, but no cocoa solids.
Chocolate is one of the most popular food types and flavors in the world, and many foodstuffs involving chocolate exist, particularly desserts, including cakes, pudding, mousse, chocolate brownies, and chocolate chip cookies. Many candies are filled with or coated with sweetened chocolate. Chocolate bars, either made of solid chocolate or other ingredients coated in chocolate, are eaten as snacks. Gifts of chocolate molded into different shapes (such as eggs, hearts, coins) are traditional on certain Western holidays, including Christmas, Easter, Valentine's Day, and Hanukkah. Chocolate is also used in cold and hot beverages, such as chocolate milk and hot chocolate, and in some alcoholic drinks, such as creme de cacao.
Although cocoa originated in the Americas, West African countries, particularly Côte d'Ivoire and Ghana, are the leading producers of cocoa in the 21st century, accounting for some 60% of the world cocoa supply.
With some two million children involved in the farming of cocoa in West Africa, child slavery and trafficking were major concerns in 2018. However, international attempts to improve conditions for children were failing because of persistent poverty, absence of schools, increasing world cocoa demand, more intensive farming of cocoa, and continued exploitation of child labor.",https://en.wikipedia.org/wiki/Chocolate
chocolate spreads,tree nut,"Chocolate spread is a sweet chocolate-flavored paste which is eaten mostly spread on breads and toasts or similar grain items such as waffles, pancakes, muffins, and pitas.Although it tastes, smells, and looks like chocolate, it does not solidify, even at room temperature. The paste usually contains cocoa and vegetable or palm oil, and is also likely to contain milk, sugar and additional flavors. Some varieties include nuts (e.g., ground hazelnuts) or honey. Chocolate spread is normally sold in glass jars or plastic tubs.",https://en.wikipedia.org/wiki/Chocolate_spread
crackers,tree nut,,
dips,tree nut,,
dried fruit mixes,tree nut,"Trail mix or scroggin is a caste of snack mix, specifically a combination of granola, dried fruit, nuts, and sometimes chocolate, developed as a food to be taken along on hikes. Trail mix is considered an ideal snack food for hikes, because it is lightweight, easy to store, and nutritious, providing a quick energy boost from the carbohydrates in the dried fruit or granola, and sustained energy from fats in nuts.
The combination of nuts, raisins and chocolate as a trail snack dates at least to the 1910s, when outdoorsman Horace Kephart recommended it in his popular camping guide.",https://en.wikipedia.org/wiki/Trail_mix
dukkah,tree nut,"Duqqa, du'ah, do'a, or dukkah (Egyptian Arabic: دقة‎  pronounced [ˈdæʔʔæ]) is an Egyptian condiment consisting of a mixture of herbs, nuts (usually hazelnut), and spices. It is typically used as a dip with bread or fresh vegetables for an hors d'œuvre. Pre-made versions of duqqa can be bought in the spice markets of Cairo, with the simplest version being crushed mint, salt and pepper which are sold in paper cones. The packaged variety is found in markets that is composed of parched wheat flour mixed with cumin and caraway.",https://en.wikipedia.org/wiki/Duqqa
flavouring,tree nut,"Flavor (American English) or flavour (British English; see spelling differences) is the sensory impression of food or other substances, and is determined primarily by the chemical senses of taste and smell. The ""trigeminal senses"", which detect chemical irritants in the mouth and throat, as well as temperature and texture, are also important to the overall gestalt of flavor perception. The flavor of the food, as such, can be altered with natural or artificial flavorants which affect these senses.
A ""flavorant"" is defined as a substance that gives another substance flavor, altering the characteristics of the solute, causing it to become sweet, sour, tangy, etc.  A flavor is a quality of something that affects the sense of taste.Of the three chemical senses, smell is the main determinant of a food item's flavor. Five basic tastes – sweet, sour, bitter, salty and umami (savory) are universally recognized, although some cultures also include pungency and oleogustus (""fattiness""). The number of food smells is unbounded; a food's flavor, therefore, can be easily altered by changing its smell while keeping its taste similar. This is exemplified in artificially flavored jellies, soft drinks and candies, which, while made of bases with a similar taste, have dramatically different flavors due to the use of different scents or fragrances. The flavorings of commercially produced food products are typically created by flavorists.
Although the terms flavoring and flavorant in common language denote the combined chemical sensations of taste and smell, the same terms are used in the fragrance and flavors industry to refer to edible chemicals and extracts that alter the flavor of food and food products through the sense of smell. Due to the high cost or unavailability of natural flavor extracts, most commercial flavorants are ""nature-identical"", which means that they are the chemical equivalent of natural flavors, but chemically synthesized rather than being extracted from source materials. Identification of components of natural foods, for example a raspberry, may be done using technology such as headspace techniques, so the flavorist can imitate the flavor by using a few of the same chemicals present.",https://en.wikipedia.org/wiki/Flavor
flavoured coffees,tree nut,,
frozen desserts,tree nut,"Frozen dessert is a dessert made by freezing liquids, semi-solids, and sometimes even solids. They may be based on flavored water (shave ice, ice pops, sorbet, snow cones), on fruit purées (such as sorbet), on milk and cream (most ice creams), on custard (frozen custard and some ice creams), on mousse (semifreddo), and others. It is sometimes sold as ice-cream in South Asia and other countries.
In Canada and elsewhere, the term is often used on imitations of ice cream which do not satisfy its legal definition (e.g., mellorine).In India some company brands like Hindustan Unilever were found selling frozen dessert made from vegetable oils rather than that made with pure milk. As per Indian regulations, ice cream which is made from milk solids, but contains non-dairy fat is categorized and labelled as frozen dessert in India.",https://en.wikipedia.org/wiki/Frozen_dessert
fudge,tree nut,"Fudge is a type of sugar candy that is made by mixing sugar, butter and milk, heating it to the soft-ball stage at 240 °F (116 °C), and then beating the mixture while it cools so that it acquires a smooth, creamy consistency.  In texture, this crystalline candy falls in between fondants and hard caramels.Fruits, nuts, chocolate, caramel, candies, sweets and other flavors are sometimes added either inside or on top. A recent trend has been to create novel flavors of fudge, giving vibrant visual appeal at the same time. 
Fudge is often bought as a gift from a gift shop in tourist areas and attractions.",https://en.wikipedia.org/wiki/Fudge
health food bars,tree nut,"Granola is a breakfast food and snack food consisting of rolled oats, nuts, honey or other sweeteners such as brown sugar, and sometimes puffed rice, that is usually baked until it is crisp, toasted and golden brown. During the baking process, the mixture is stirred to maintain a loose breakfast cereal consistency. Dried fruit, such as raisins and dates, and confections such as chocolate are sometimes added. Granola, particularly if it includes flax seeds, is often used to improve digestion.  Granola is often eaten in combination with yogurt, honey, fresh fruit (such as bananas, strawberries or blueberries), milk or other forms of cereal. It also serves as a topping for various pastries, desserts or ice cream.
Granola is carried by people who are hiking, camping, or backpacking because it is nutritious, lightweight, high in calories, and easy to store (properties that make it similar to trail mix and muesli). As a snack, it is often combined with honey or corn syrup and condensed into a bar form that makes it easy to carry for packed lunches, hiking, or other outdoor activities.",https://en.wikipedia.org/wiki/Granola
ice cream,tree nut,"Ice cream (derived from earlier iced cream or cream ice) is a sweetened frozen food typically eaten as a snack or dessert. It may be made from dairy milk or cream and is flavored with a sweetener, either sugar or an alternative, and any spice, such as cocoa or vanilla. Colourings are usually added, in addition to stabilizers. The mixture is stirred to incorporate air spaces and cooled below the freezing point of water to prevent detectable ice crystals from forming. The result is a smooth, semi-solid foam that is solid at very low temperatures (below 2 °C or 35 °F). It becomes more malleable as its temperature increases. Vegan ice cream-substitutes can be made using soy, cashew, coconut or almond milk.
The meaning of the name ""ice cream"" varies from one country to another. Terms such as ""frozen custard,"" ""frozen yogurt,"" ""sorbet,"" ""gelato,"" and others are used to distinguish different varieties and styles. In some countries, such as the United States,  ""ice cream"" applies only to a specific variety, and most governments regulate the commercial use of the various terms according to the relative quantities of the main ingredients, notably the amount of cream. Products that do not meet the criteria to be called ice cream are sometimes labelled ""frozen dessert"" instead. In other countries, such as Italy and Argentina, one word is used for all variants. Analogues made from dairy alternatives, such as goat's or sheep's milk, or milk substitutes (e.g., soy milk or tofu), are available for those who are lactose intolerant, allergic to dairy protein, or vegan.
Ice cream may be served in dishes, for eating with a spoon, or licked from edible cones. Ice cream may be served with other desserts, such as apple pie, or as an ingredient in ice cream floats, sundaes, milkshakes, ice cream cakes and even baked items, such as Baked Alaska.",https://en.wikipedia.org/wiki/Ice_cream
lollies,tree nut,"Candy, also called sweets or lollies, is a confection that features sugar as a principal ingredient.  The category, called sugar confectionery, encompasses any sweet confection, including chocolate, chewing gum, and sugar candy. Vegetables, fruit, or nuts which have been glazed and coated with sugar are said to be candied.
Physically, candy is characterized by the use of a significant amount of sugar or sugar substitutes.  Unlike a cake or loaf of bread that would be shared among many people, candies are usually made in smaller pieces.  However, the definition of candy also depends upon how people treat the food.  Unlike sweet pastries served for a dessert course at the end of a meal, candies are normally eaten casually, often with the fingers, as a snack between meals.  Each culture has its own ideas of what constitutes candy rather than dessert.  The same food may be a candy in one culture and a dessert in another.",https://en.wikipedia.org/wiki/Candy
marzipan,tree nut,"Marzipan is a confection consisting primarily of sugar or honey and almond meal (ground almonds), sometimes augmented with almond oil or extract.
It is often made into sweets; common uses are chocolate-covered marzipan and small marzipan imitations of fruits and vegetables. It can also be used in biscuits or rolled into thin sheets and glazed for icing cakes, primarily birthday cakes, wedding cakes and Christmas cakes. This use is particularly common in the UK, on large fruitcakes. Marzipan paste may also be used as a baking ingredient, as in stollen or banket. In some countries, it is shaped into small figures of animals as a traditional treat for New Year's Day or Christmas. Marzipan is also used in Tortell, and in some versions of king cake eaten during the Carnival season. Traditional Swedish princess cake is typically covered with a layer of marzipan that has been tinted pale green or pink.",https://en.wikipedia.org/wiki/Marzipan
mexican dishes,tree nut,"Mexican cuisine began about 9000 years ago, when agricultural communities such as the Maya formed, domesticating maize, creating the standard process of corn nixtamalization, and establishing their foodways. Successive waves of other Mesoamerican groups brought with them their own cooking methods. These included the Olmec, Teotihuacanos, Toltec, Huastec, Zapotec, Mixtec, Otomi, Purépecha, Totonac, Mazatec, and Mazahua.
The Mexica establishment of the Aztec Empire created a multi-ethnic society where many different foodways became infused. The staples are native foods, such as corn (maize), beans, squash, amaranth, chia, avocados, tomatoes, tomatillos, cacao, vanilla, agave, turkey, spirulina, sweet potato, cactus, and chili pepper.
After the Spanish conquest of the Aztec Empire in the 16th century, Europeans introduced a number of other foods, the most important of which were meats from domesticated animals (beef, pork, chicken, goat, and sheep), dairy products (especially cheese and milk), and rice. While the Spanish initially tried to impose their own diet on the country, this was not possible.
Asian and African influences were also introduced into the indigenous cuisine during this era as a result of African slavery in New Spain and the Manila-Acapulco Galleons.Over the centuries, this resulted in regional cuisines based on local conditions, such as those in Oaxaca, Veracruz and the Yucatán Peninsula. Mexican cuisine is an important aspect of the culture, social structure and popular traditions of Mexico. The most important example of this connection is the use of mole for special occasions and holidays, particularly in the South and Central regions of the country. For this reason and others, traditional Mexican cuisine was inscribed in 2010 on the Representative List of the Intangible Cultural Heritage of Humanity by UNESCO.",https://en.wikipedia.org/wiki/Mexican_cuisine
nougat,tree nut,"Nougat (US:   NOO-gət, UK:  NOO-gah, or UK:  NUG-ət; French pronunciation: ​[nuɡa]; Azerbaijani: nuga; Persian: نوقا) is a family of confections made with sugar or honey, roasted nuts (almonds, walnuts, pistachios, hazelnuts, and macadamia nuts are common), whipped egg whites, and sometimes chopped candied fruit. The consistency of nougat is chewy, and it is used in a variety of candy bars and chocolates. The word nougat comes from Occitan pan nogat (pronounced [ˈpa nuˈɣat]), seemingly from Latin panis nucatus 'nut bread' (the late colloquial Latin adjective nucatum means 'nutted' or 'nutty').
There are three basic kinds of nougat. The first, and most common, is white nougat (mandorlato or torrone in Italy, turrón in Spain), made with beaten egg whites and honey;  it appeared in Cologna Veneta, Italy, in the early 15th century, in Alicante, Spain with the first published recipe in the 16th century, and in Montélimar, France, in the 18th century. The second is brown nougat (nougat noir in French, literally ""black nougat""), which is made without egg whites and has a firmer, often crunchy texture. The third is the Viennese or German nougat which is essentially a chocolate and nut (usually hazelnut) praline.",https://en.wikipedia.org/wiki/Nougat
pasta sauces,tree nut,,
pastries,tree nut,"Pastry is a dough of flour, water and shortening (solid fats, including butter) that may be savoury or sweetened. Sweetened pastries are often described as bakers' confectionery. The word ""pastries"" suggests many kinds of baked products made from ingredients such as flour, sugar, milk, butter, shortening, baking powder, and eggs. Small tarts and other sweet baked products are called pastries. Common pastry dishes include pies, tarts, quiches, croissants, and pasties.The French word pâtisserie is also used in English (with or without the accent) for the same foods. Originally, the French word pastisserie referred to anything, such as a meat pie, made in dough (paste, later pâte) and not typically a luxurious or sweet product. This meaning still persisted in the nineteenth century, though by then the term more often referred to the sweet and often ornate confections implied today.
Pastry can also refer to the pastry dough, from which such baked products are made. Pastry dough is rolled out thinly and used as a base for baked products.
Pastry is differentiated from bread by having a higher fat content, which contributes to a flaky or crumbly texture.  A good pastry is light and airy and fatty, but firm enough to support the weight of the filling. When making a shortcrust pastry, care must be taken to blend the fat and flour thoroughly before adding any liquid. This ensures that the flour granules are adequately coated with fat and less likely to develop gluten. On the other hand, overmixing results in long gluten strands that toughen the pastry. In other types of pastry such as Danish pastry and croissants, the characteristic flaky texture is achieved by repeatedly rolling out a dough similar to that for yeast bread, spreading it with butter, and folding it to produce many thin layers.",https://en.wikipedia.org/wiki/Pastry
pesto,tree nut,"Pesto (Italian: [ˈpesto], Ligurian: [ˈpestu]), or to refer to the original dish pesto alla genovese (Italian pronunciation: [ˈpesto alla dʒenoˈveːze]), is a sauce originating in Genoa, the capital city of Liguria, Italy. It traditionally consists of crushed garlic, European pine nuts, coarse salt, basil leaves, hard cheese such as Parmigiano-Reggiano (also known as Parmesan cheese) or Pecorino Sardo (cheese made from sheep's milk), all blended with olive oil.",https://en.wikipedia.org/wiki/Pesto
praline,tree nut,"Praline (US: ; New Orleans, Cajun, and UK: ) is a form of confection containing at a minimum culinary nuts and sugar; cream is a common third ingredient.
There are three main types:

Belgian pralines, which consist of a chocolate shell with a softer, sometimes liquid, filling, traditionally made of different combinations of hazelnut, almonds, sugar, syrup, and often milk-based pastes.  These high-fat, low-melting point chocolates are at the luxury end of Belgian chocolate and represent an important product of many Belgian chocolatiers.
French pralines, a firm combination of almonds and caramelized sugar.
American pralines, a softer, creamier combination of syrup and pecans, hazelnuts or almonds with milk or cream, resembling fudge.A praline cookie is a chocolate biscuit containing ground nuts. Praline is usually used as a filling in chocolates or other sweets.",https://en.wikipedia.org/wiki/Praline
salads,tree nut,"A Caesar salad (also spelled Cesar and Cesare) is a green salad of romaine lettuce and croutons dressed with lemon juice (or lime juice), olive oil, egg, Worcestershire sauce, anchovies, garlic, Dijon mustard, Parmesan cheese, and black pepper.
In its original form, this salad was prepared and served tableside.",https://en.wikipedia.org/wiki/Caesar_salad
snack foods,tree nut,"A snack is a small service of food and generally eaten between meals. Snacks come in a variety of forms including packaged snack foods and other processed foods, as well as items made from fresh ingredients at home.
Traditionally, snacks are prepared from ingredients commonly available at home without a great deal of preparation. Often cold cuts, fruits, leftovers, nuts, sandwiches, and sweets are used as snacks. The Dagwood sandwich was originally the humorous result of a cartoon character's desire for large snacks. With the spread of convenience stores, packaged snack foods became a significant business.
Snack foods are typically designed to be portable, quick, and satisfying.  Processed snack foods, as one form of convenience food, are designed to be less perishable, more durable, and more portable than prepared foods.  They often contain substantial amounts of sweeteners, preservatives, and appealing ingredients such as chocolate, peanuts, and specially-designed flavors (such as flavored potato chips).
Beverages, such as coffee, are not generally considered snacks although they may be consumed along with or in lieu of snack foods.A snack eaten shortly before going to bed or during the night may be called a ""bedtime snack"", ""late night snack"", or ""(mid)night snack"".",https://en.wikipedia.org/wiki/Snack
stuffing,tree nut,"Stuffing or filling is an edible mixture, normally consisting primarily of small cut-up pieces of bread or a similar starch and served as a side dish or used to fill a cavity in another food item while cooking.  Many foods may be stuffed, including eggs, poultry, seafood, mammals, and vegetables, but chickens and turkey are the most common.  Stuffing serves the dual purpose of helping to keep the meat moist while also adding to the mix of flavours of both the stuffing and the thing it is stuffed in.  
Poultry stuffing often consists of dried breadcrumbs, onion, celery, salt, pepper, and other spices and herbs, a common herb being sage. Giblets are often used. Additions in the United Kingdom include dried fruits and nuts (such as apricots and flaked almonds), and chestnuts.",https://en.wikipedia.org/wiki/Stuffing
takeaway,tree nut,"Takeaway.com, officially Takeaway.com N.V., and created originally under its Dutch name Thuisbezorgd.nl, is a Dutch dot-com company specialized in online food ordering and home delivery. Takeaway.com is an intermediary online portal between the customer and the restaurants, where customers can order food online from restaurants’ menus, and have it delivered by the restaurants directly to their home.",https://en.wikipedia.org/wiki/Takeaway.com
turkish delight,tree nut,"Turkish delight or  lokum  is a family of confections based on a gel of starch and sugar. Premium varieties consist largely of chopped dates, pistachios, and hazelnuts or walnuts bound by the gel; traditional varieties are often flavored with rosewater, mastic, Bergamot orange, or lemon. The confection is often packaged and eaten in small cubes dusted with icing sugar, copra, or powdered cream of tartar, to prevent clinging. Other common flavors include cinnamon and mint. In the production process, soapwort may be used as an emulsifying additive.
The origin of the confection is not well established, but it is known to have been produced in Turkey as early as the late 1700s, hence its name.",https://en.wikipedia.org/wiki/Turkish_delight
vegetarian,tree nut,,
baked goods,wheat,,
baking mixes,wheat,"Baking powder is a dry chemical leavening agent, a mixture of a carbonate or bicarbonate and a weak acid. The base and acid are prevented from reacting prematurely by the inclusion of a buffer such as cornstarch. Baking powder is used to increase the volume and lighten the texture of baked goods. It works by releasing carbon dioxide gas into a batter or dough through an acid-base reaction, causing bubbles in the wet mixture to expand and thus leavening the mixture.  The first single-acting baking powder was  developed by Birmingham based food manufacturer Alfred Bird in England in 1843. The first double-acting baking powder was developed by Eben Norton Horsford in America in the 1860s.
Baking powder is used instead of yeast for end-products where fermentation flavors would be undesirable,  
where the batter lacks the elastic structure to hold gas bubbles for more than a few minutes, and to speed the production of baked goods. Because carbon dioxide is released at a faster rate through the acid-base reaction than through fermentation, breads made by chemical leavening are called quick breads.  The introduction of baking powder was revolutionary in minimizing the time and labor required to make breadstuffs. It led to the creation of new types of cakes, cookies, biscuits, and other baked goods.",https://en.wikipedia.org/wiki/Baking_powder
battered foods,wheat,"Batter is thin dough that can be easily poured into a pan. Batter is used mainly for pancakes, light cakes, and as a coating for fried foods. The word batter comes from the French word battre which means to beat, as many batters require vigorous beating or whisking in their preparation.",https://en.wikipedia.org/wiki/Batter_(cooking)
biscuits,wheat,"A biscuit is a flour-based baked food product. This article covers the type of biscuit found in Africa, Asia, and Europe, which is typically hard, flat, and unleavened. In North America, a biscuit is typically a soft, leavened quick bread, and is covered in the article Biscuit (bread).",https://en.wikipedia.org/wiki/Biscuit
bread,wheat,"Bread is a staple food prepared from a dough of flour and water, usually by baking. Throughout recorded history it has been a prominent food in large parts of the world and is one of the oldest man-made foods, having been of significant importance since the dawn of agriculture.
Bread may be leavened by processes such as reliance on naturally occurring sourdough microbes, chemicals, industrially produced yeast, or high-pressure aeration. Commercial bread commonly contains additives to improve flavor, texture, color, shelf life, nutrition, and ease of manufacturing.
Bread plays essential roles in religious rituals and secular culture.",https://en.wikipedia.org/wiki/Bread
breadcrumbs,wheat,"Bread crumbs or breadcrumbs (regional variants: breading, crispies) are sliced residue of dry bread, used for breading or crumbing foods, topping casseroles, stuffing poultry, thickening stews, adding inexpensive bulk to soups, meatloaves and similar foods, and making a crisp and crunchy covering for fried foods, especially breaded cutlets like tonkatsu and schnitzel.  The Japanese variety of bread crumbs is called panko.",https://en.wikipedia.org/wiki/Bread_crumbs
breakfast cereals and muesli,wheat,"Muesli ( MEWZ-lee; Swiss German: Müesli [ˈmyə̯sli], non-Swiss Standard German: Müsli [ˈmyːsli] (listen)) is a cold breakfast cereal dish based on rolled oats and ingredients like grains, nuts, seeds and fresh or dried fruits. This mix may be combined with one or more liquids like milk, almond milk, other plant milks, yogurt, or fruit juice and left for a time to soften the oats before being consumed. The cereal is served cold.Developed around 1900 by Swiss physician Maximilian Bircher-Benner for patients in his hospital, muesli is available ready-made in prepackaged dry form, or it can be made from scratch. In Switzerland and Germany, it is also eaten as a light evening dish called Birchermüesli complet: muesli with bread (Butterbrot) and coffee with milk (café au lait).",https://en.wikipedia.org/wiki/Muesli
canned soups and stocks,wheat,"Soup is a primarily liquid food, generally served warm or hot (but may be cool or cold), that is made by combining ingredients of meat or vegetables with stock, or water. Hot soups are additionally characterized by boiling solid ingredients in liquids in a pot until the flavors are extracted, forming a broth. Soups are similar to stews, and in some cases there may not be a clear distinction between the two; however, soups generally have more liquid (broth) than stews.In traditional French cuisine, soups are classified into two main groups: clear soups and thick soups. The established French classifications of clear soups are bouillon and consommé. Thick soups are classified depending upon the type of thickening agent used: purées are vegetable soups thickened with starch; bisques are made from puréed shellfish or vegetables thickened with cream; cream soups may be thickened with béchamel sauce; and veloutés are thickened with eggs, butter, and cream. Other ingredients commonly used to thicken soups and broths include egg, rice, lentils, flour, and grains; many popular soups also include pumpkin, carrots, potatoes, pig's trotters and bird's nests.
Other types of soup include fruit soups, dessert soups, pulse soups like split pea, cold soups and other styles.",https://en.wikipedia.org/wiki/Soup
confectionery,wheat,"Confectionery is the art of making confections, which are food items that are rich in sugar and carbohydrates. Exact definitions are difficult. In general, though, confectionery is divided into two broad and somewhat overlapping categories, bakers' confections and sugar confections.Bakers' confectionery, also called flour confections, includes principally sweet pastries, cakes, and similar baked goods.
Sugar confectionery includes candies (sweets in British English), candied nuts, chocolates, chewing gum, bubble gum, pastillage, and other confections that are made primarily of sugar. In some cases, chocolate confections (confections made of chocolate) are treated as a separate category, as are sugar-free versions of sugar confections. The words candy (US and Canada),  sweets (UK and Ireland), and lollies (Australia and New Zealand) are common words for the most common varieties of sugar confectionery.
The confectionery industry also includes specialized training schools and extensive historical records. Traditional confectionery goes back to ancient times and continued to be eaten through the Middle Ages into the modern era.",https://en.wikipedia.org/wiki/Confectionery
flavouring,wheat,"Flavor (American English) or flavour (British English; see spelling differences) is the sensory impression of food or other substances, and is determined primarily by the chemical senses of taste and smell. The ""trigeminal senses"", which detect chemical irritants in the mouth and throat, as well as temperature and texture, are also important to the overall gestalt of flavor perception. The flavor of the food, as such, can be altered with natural or artificial flavorants which affect these senses.
A ""flavorant"" is defined as a substance that gives another substance flavor, altering the characteristics of the solute, causing it to become sweet, sour, tangy, etc.  A flavor is a quality of something that affects the sense of taste.Of the three chemical senses, smell is the main determinant of a food item's flavor. Five basic tastes – sweet, sour, bitter, salty and umami (savory) are universally recognized, although some cultures also include pungency and oleogustus (""fattiness""). The number of food smells is unbounded; a food's flavor, therefore, can be easily altered by changing its smell while keeping its taste similar. This is exemplified in artificially flavored jellies, soft drinks and candies, which, while made of bases with a similar taste, have dramatically different flavors due to the use of different scents or fragrances. The flavorings of commercially produced food products are typically created by flavorists.
Although the terms flavoring and flavorant in common language denote the combined chemical sensations of taste and smell, the same terms are used in the fragrance and flavors industry to refer to edible chemicals and extracts that alter the flavor of food and food products through the sense of smell. Due to the high cost or unavailability of natural flavor extracts, most commercial flavorants are ""nature-identical"", which means that they are the chemical equivalent of natural flavors, but chemically synthesized rather than being extracted from source materials. Identification of components of natural foods, for example a raspberry, may be done using technology such as headspace techniques, so the flavorist can imitate the flavor by using a few of the same chemicals present.",https://en.wikipedia.org/wiki/Flavor
canned soups,wheat,"This is a list of notable soups. Soups have been made since ancient times.
Some soups are served with large chunks of meat or vegetables left in the liquid, while a broth is a flavored liquid usually derived from boiling a type of meat with bone, a spice mix, or a vegetable mix for a period of time in a stock. A common type of broth is consommé, which are crystal clear broths or stock that have a full flavor, aroma, and body.
A potage is a category of thick soups, stews, or porridges, in some of which meat and vegetables are boiled together with water until they form into a thick mush.
Bisques are heavy cream soups traditionally prepared with shellfish, but can be made with any type of seafood or other base ingredients. Cream soups are a dairy based soup. Although they may be consumed on their own, or with a meal, the canned, condensed form of cream soup is sometimes used as a quick sauce in a variety of meat and pasta convenience food dishes, such as casseroles. Similar to a bisque, chowders are thick soups usually containing some type of starch.
Coulis were originally meat juices, and now are thick purées.
Some soups are served only cold, and other soups can optionally be served cold.",https://en.wikipedia.org/wiki/List_of_soups
icing sugar,wheat,"Powdered sugar, also called confectioners' sugar, icing sugar, and icing cake, is a finely ground sugar produced by milling granulated sugar into a powdered state. It usually contains a small amount of anti-caking agent to prevent clumping and improve flow. Although most often produced in a factory, powdered sugar can also be made by processing ordinary granulated sugar in a coffee grinder, or by crushing it by hand in a mortar and pestle.
Powdered sugar is utilized in industrial food production when a quick-dissolving sugar is required. Home cooks use it principally to make icing or frosting and other cake decorations. It is often dusted onto baked goods to add a subtle sweetness and delicate decoration.
Powdered sugar is available in varying degrees of fineness, most commonly XXX, XXXX, and 10X: the greater the number of Xs, the finer the particles. Finer particles absorb more moisture, which results in caking.  Corn starch or tricalcium phosphate is added at 3 to 5% concentration to absorb moisture and to improve flow by reducing friction between sugar crystals. Because of these anticaking agents, it cannot always be used as a substitute for granulated sugar.",https://en.wikipedia.org/wiki/Powdered_sugar
ice cream cones,wheat,"An ice cream cone, poke (Ireland and Scotland) or cornet is a dry, cone-shaped pastry, usually made of a wafer similar in texture to a waffle, which enables ice cream to be held in the hand and eaten without a bowl or spoon. Various types of ice cream cones include wafer (or cake) cones, waffle cones, and sugar cones.
Many styles of cones are made, including pretzel cones and chocolate-coated cones. A variety of double wafer cone exists that allows two scoops of ice cream to be served side by side. Wafer cones are sometimes made with a flat bottom instead of a pointed, conical shape, enabling the ice cream and ""cone"" to stand upright on a surface without support. These types of wafer cones are often branded as ""cups"".",https://en.wikipedia.org/wiki/Ice_cream_cone
liquorice,wheat,"Liquorice (British English) or licorice (American English) ( LIK-ər-is(h)) is the root of Glycyrrhiza glabra from which a sweet flavour can be extracted. The liquorice plant is a herbaceous perennial legume native to the Middle East, southern Europe, and parts of Asia, such as India. It is not botanically related to anise, star anise, or fennel, which are sources of similar flavouring compounds. Liquorice flavours are used as candies or sweeteners, particularly in some European and Middle Eastern countries.
Liquorice extracts have been used in herbalism and traditional medicine. Excessive consumption of liquorice (more than 2 mg/kg/day of pure glycyrrhizinic acid, a liquorice component) may result in adverse effects, such as hypokalemia, increased blood pressure, and muscle weakness.",https://en.wikipedia.org/wiki/Liquorice
malt,wheat,"Malt is germinated cereal grain that has been dried in a process known as ""malting"". The grain is made to germinate by soaking in water and is then halted from germinating further by drying with hot air. Malting grain develops the enzymes required for modifying the grain's starches into various types of sugar, including monosaccharide glucose, disaccharide maltose, trisaccharide maltotriose, and higher sugars called maltodextrines. It also develops other enzymes, such as proteases, which break down the proteins in the grain into forms that can be used by yeast. The point at which the malting process is stopped affects the starch to enzyme ratio and partly converted starch becomes fermentable sugars. Malt also contains small amounts of other sugars, such as sucrose and fructose, which are not products of starch modification but which are already in the grain. Further conversion to fermentable sugars is achieved during the mashing process.
Malted grain is used to make beer, whisky, malted milkshakes, malt vinegar, confections such as Maltesers and Whoppers, flavored drinks such as Horlicks, Ovaltine, and Milo, and some baked goods, such as malt loaf, bagels, and rich tea biscuits. Malted grain that has been ground into a coarse meal is known as ""sweet meal"". Various cereals are malted, though barley is the most common. A high-protein form of malted barley is often a label-listed ingredient in blended flours typically used in the manufacture of yeast breads and other baked goods.

The term ""malt"" refers to several products of the process: the grains to which this process has been applied, for example malted barley; the sugar, heavy in maltose, derived from such grains, such as the baker's malt used in various cereals; or a product based on malted milk, similar to a malted milkshake (i.e., ""malts"").",https://en.wikipedia.org/wiki/Malt
